Customer ID,Age,Gender,Item Purchased,Category,Price,Quantity,Size,Color,Season,Rating,Payment Mode,Subscription Status,Total Amount
CUST0263,28,Male,Moisturizer,Beauty,,5,L,White,Fall,4.2,Credit Card,Yes,
CUST0264,51,Other,Puzzle,Toys,279.32,5,,White,Winter,3.7,Credit Card,Yes,1396.6
CUST0265,25,Male,Cycle Helmet,Sports,327.45,1,XXL,Yellow,Winter,2,PayPal,Yes,327.45
CUST0266,39,Other,Smartwatch,Electronics,415.72,1,XS,Green,Winter,4.6,PayPal,No,415.72
CUST0267,25,Female,Phone,Electronics,107.18,3,L,Green,Fall,3.7,Credit Card,Yes,321.54
CUST0268,66,Male,Biography,Books,10.44,4,S,Orange,Spring,3.2,Cash,No,41.76
CUST0269,32,Female,Mascara,Beauty,72.76,5,XL,Black,Fall,1.4,Debit Card,No,363.8
CUST0270,34,Other,Jeans,Clothing,450.51,2,,Orange,Winter,2.8,PayPal,Yes,901.02
CUST0271,40,Other,Dumbbells,Sports,437.58,8,XS,Blue,Fall,2.8,Debit Card,No,3500.64
CUST0272,41,Female,Plant Pot,Home & Garden,300.72,2,S,Blue,Winter,4.5,UPI,Yes,601.44
CUST0273,62,Male,Jeans,Clothing,302.26,9,XXL,Orange,Spring,3.2,Credit Card,No,2720.34
CUST0274,36,Male,Mascara,Beauty,334.19,2,S,Green,Summer,2.5,Cash,Yes,668.38
CUST0275,22,Other,Puzzle,Toys,91.81,9,XS,Blue,Spring,4.9,UPI,No,826.29
CUST0276,49,Female,Rug,Home & Garden,457.63,7,XXL,Purple,Spring,1.4,UPI,Yes,3203.41
CUST0277,61,Female,Lego Set,Toys,212.29,8,S,Green,Summer,2.7,UPI,Yes,1698.32
CUST0278,18,Male,Biography,Books,194.65,2,XXL,White,Fall,,Credit Card,No,389.3
CUST0279,40,Male,Comic,Books,261.86,7,,Black,Summer,4,PayPal,No,1833.02
CUST0280,54,Male,Laptop,Electronics,28.25,6,,Red,Fall,4.7,Credit Card,Yes,169.5
CUST0281,25,Female,Lego Set,Toys,87.31,4,XS,Black,Fall,2.1,PayPal,No,349.24
CUST0282,30,Male,Lipstick,Beauty,370.33,7,XS,Orange,Winter,4.4,UPI,No,2592.31
CUST0283,25,Male,Water Bottle,Sports,45.99,4,XXL,Green,Winter,2.2,UPI,No,183.96
CUST0284,40,Other,Plant Pot,Home & Garden,303.56,2,M,Orange,Summer,4.6,Cash,Yes,607.12
CUST0285,60,Male,Sweater,Clothing,126.45,7,L,Purple,Spring,4,PayPal,Yes,885.15
CUST0286,18,Male,Mascara,Beauty,197.7,8,S,Green,Summer,4.2,UPI,No,1581.6
CUST0287,62,Female,Foundation,Beauty,147.9,2,S,Black,Fall,1.1,Debit Card,No,295.8
CUST0288,,Female,Self-Help,Books,,5,M,Purple,Winter,4.9,Cash,Yes,
CUST0289,41,Other,Board Game,Toys,360.93,1,M,Purple,Summer,3.9,Credit Card,No,360.93
CUST0290,52,Male,Smartwatch,Electronics,152.08,7,M,Purple,Summer,2.2,Cash,Yes,1064.56
CUST0291,41,Other,Phone,Electronics,285.37,8,XL,Yellow,Winter,4.3,Debit Card,No,2282.96
CUST0292,34,Female,Curtains,Home & Garden,240.64,6,XL,Green,Winter,2.1,PayPal,No,1443.84
CUST0293,22,Other,Self-Help,Books,333.52,5,XXL,Blue,Winter,4.5,Credit Card,No,1667.6
CUST0294,37,Female,Lipstick,Beauty,468.73,6,XL,Blue,Fall,1.5,Credit Card,Yes,2812.38
CUST0295,38,Other,Dumbbells,Sports,367.62,2,,Green,Winter,3.8,PayPal,Yes,735.24
CUST0296,57,Other,Textbook,Books,111.4,1,,Green,Spring,3.2,Cash,Yes,111.4
CUST0297,48,Male,Vase,Home & Garden,20.44,7,XS,Yellow,Summer,1.4,UPI,Yes,143.08
CUST0298,63,Other,Curtains,Home & Garden,,7,XXL,Blue,Winter,2,Cash,No,
CUST0299,53,Male,Self-Help,Books,299.56,2,S,Green,Winter,1,Debit Card,No,599.12
CUST0300,28,Male,Rug,Home & Garden,30.46,2,L,Green,Fall,2.9,UPI,Yes,60.92
CUST0301,69,Male,Novel,Books,250.7,1,XS,Orange,Fall,2.2,Cash,No,250.7
CUST0302,32,Male,T-Shirt,Clothing,300.44,8,S,Yellow,Summer,3.4,PayPal,No,2403.52
CUST0303,36,Other,Textbook,Books,170.45,8,S,Yellow,Spring,2.2,Debit Card,Yes,1363.6
CUST0304,24,Female,Lego Set,Toys,386.6,1,XXL,Black,Summer,2.2,Debit Card,No,386.6
CUST0305,68,Female,Comic,Books,57.77,8,M,Yellow,Winter,4,Debit Card,No,462.16
CUST0306,45,Female,Rug,Home & Garden,42.19,9,M,Red,Spring,,UPI,Yes,379.71
CUST0307,68,Other,Doll,Toys,365.45,4,XS,Blue,Spring,4.6,Credit Card,No,1461.8
CUST0308,60,Male,Lamp,Home & Garden,250.27,1,M,Black,Spring,4.4,UPI,No,250.27
CUST0309,22,Female,Tablet,Electronics,345.76,1,S,Red,Spring,3.7,Cash,No,345.76
CUST0310,22,Other,Tablet,Electronics,220.24,3,M,Green,Summer,3.4,Credit Card,Yes,660.72
CUST0311,47,Male,Lego Set,Toys,126.97,5,XL,Orange,Fall,4.6,Cash,Yes,634.85
CUST0312,49,Female,Sweater,Clothing,410.46,5,M,Orange,Fall,1.7,Credit Card,No,2052.3
CUST0313,25,Male,Laptop,Electronics,400.71,9,S,Green,Winter,1.3,UPI,No,3606.39
CUST0314,27,Female,Textbook,Books,348.87,2,XXL,Black,Fall,2,Debit Card,No,697.74
CUST0315,55,Female,Lamp,Home & Garden,139.71,2,XS,Yellow,Fall,4.2,PayPal,Yes,279.42
CUST0316,64,Female,Tablet,Electronics,297.16,6,L,Purple,Fall,1.1,Debit Card,Yes,1782.96
CUST0317,49,Male,Laptop,Electronics,183.68,9,M,Orange,Fall,3.3,UPI,Yes,1653.12
CUST0318,65,Other,Sweater,Clothing,50.33,1,,Purple,Winter,5,Credit Card,No,50.33
CUST0319,45,Male,Puzzle,Toys,459.07,9,,Green,Summer,4.4,Debit Card,No,4131.63
CUST0320,34,Female,Lego Set,Toys,72.73,9,S,Purple,Spring,3.1,UPI,No,654.57
CUST0321,48,Male,Foundation,Beauty,475.37,9,L,White,Fall,1.3,Cash,No,4278.33
CUST0322,,Other,Sweater,Clothing,225.77,5,L,Black,Summer,,PayPal,No,1128.85
CUST0323,57,Male,Comic,Books,96.64,9,XL,Red,Fall,3.4,Debit Card,Yes,869.76
CUST0324,42,Other,Remote Car,Toys,273.24,4,L,Black,Fall,1.5,Credit Card,No,1092.96
CUST0325,26,Other,Rug,Home & Garden,437.11,2,,Blue,Spring,1.4,Cash,No,874.22
CUST0326,19,Male,Sweater,Clothing,367.45,6,XXL,Yellow,Spring,4.6,UPI,No,2204.7
CUST0327,32,Female,Smartwatch,Electronics,404.25,4,S,Yellow,Spring,3.7,PayPal,Yes,1617
CUST0328,67,Other,Vase,Home & Garden,331.1,6,S,Black,Fall,4.3,Credit Card,No,1986.6
CUST0329,20,Male,Vase,Home & Garden,347.68,3,M,Green,Fall,4.5,UPI,Yes,1043.04
CUST0330,66,Other,Tablet,Electronics,425.35,6,M,Green,Fall,3.3,UPI,Yes,2552.1
CUST0331,,Female,T-Shirt,Clothing,128.59,2,M,White,Spring,3.1,Debit Card,Yes,257.18
CUST0332,21,Male,Smartwatch,Electronics,247.27,2,,White,Winter,2.7,Debit Card,Yes,494.54
CUST0333,31,Male,Lipstick,Beauty,114.5,9,,Yellow,Summer,2.3,Credit Card,Yes,1030.5
CUST0334,,Male,Lamp,Home & Garden,493.9,7,,White,Winter,,UPI,No,3457.3
CUST0335,,Female,Running Shoes,Sports,472.31,3,,Orange,Fall,4.1,Debit Card,No,1416.93
CUST0336,42,Other,Water Bottle,Sports,24.52,1,,Orange,Fall,3.4,PayPal,Yes,24.52
CUST0337,67,Male,Self-Help,Books,354.26,8,,Red,Winter,4.6,PayPal,Yes,2834.08
CUST0338,27,Other,Puzzle,Toys,463,6,XXL,White,Fall,2.8,UPI,Yes,2778
CUST0339,38,Other,Laptop,Electronics,94.38,7,,Red,Summer,3.4,Debit Card,No,660.66
CUST0340,53,Female,Laptop,Electronics,286.13,9,L,White,Fall,3.5,Credit Card,No,2575.17
CUST0341,29,Male,Textbook,Books,458.17,5,L,Yellow,Summer,3.4,Credit Card,Yes,2290.85
CUST0342,44,Other,Biography,Books,21.8,1,XL,Yellow,Winter,3.8,Credit Card,No,21.8
CUST0343,57,Male,Textbook,Books,350.22,7,XXL,Red,Winter,1.9,PayPal,No,2451.54
CUST0344,19,Male,Vase,Home & Garden,152.19,5,M,Black,Fall,3,Debit Card,Yes,760.95
CUST0345,30,Female,Moisturizer,Beauty,462.58,3,XS,Yellow,Summer,1.4,Debit Card,Yes,1387.74
CUST0346,49,Male,Tablet,Electronics,485.67,9,,Black,Fall,2.5,PayPal,No,4371.03
CUST0347,,Male,Curtains,Home & Garden,472.41,1,XL,Green,Spring,3,Credit Card,No,472.41
CUST0348,33,Other,Textbook,Books,239.74,1,XS,Orange,Spring,3.6,Credit Card,No,239.74
CUST0349,49,Female,Headphones,Electronics,431.71,1,L,Red,Spring,4.8,UPI,Yes,431.71
CUST0350,49,Male,Lamp,Home & Garden,,3,XL,Purple,Spring,3.4,Cash,Yes,
CUST0351,51,Other,Mascara,Beauty,162.95,6,XL,Yellow,Fall,4,Debit Card,Yes,977.7
CUST0352,28,Female,Rug,Home & Garden,415.31,3,S,Blue,Spring,3,Debit Card,No,1245.93
CUST0353,27,Female,Perfume,Beauty,23.32,8,L,Green,Summer,3.5,Debit Card,No,186.56
CUST0354,32,Other,Novel,Books,300.15,2,L,Black,Winter,1.3,Cash,Yes,600.3
CUST0355,34,Other,Lipstick,Beauty,118.85,9,XXL,Yellow,Winter,2,UPI,No,1069.65
CUST0356,57,Other,Smartwatch,Electronics,64.68,3,XL,Red,Spring,2.4,Cash,Yes,194.04
CUST0357,35,Other,Self-Help,Books,43.09,5,,Purple,Spring,2.9,Credit Card,No,215.45
CUST0358,26,Other,Phone,Electronics,349.66,8,L,White,Spring,1.2,Credit Card,Yes,2797.28
CUST0359,42,Male,Running Shoes,Sports,173.24,2,XL,Purple,Fall,1.6,Debit Card,No,346.48
CUST0360,57,Male,Dress,Clothing,363.76,6,XXL,Blue,Winter,2.1,PayPal,No,2182.56
CUST0361,,Female,Mascara,Beauty,37.35,5,,Black,Spring,4.9,Debit Card,Yes,186.75
CUST0362,42,Male,Jeans,Clothing,161.07,9,XXL,Green,Summer,2.3,PayPal,Yes,1449.63
CUST0363,67,Male,Jeans,Clothing,272.05,5,S,Purple,Spring,2.9,Cash,Yes,1360.25
CUST0364,39,Male,Moisturizer,Beauty,396.41,2,,Red,Winter,1.8,Credit Card,Yes,792.82
CUST0365,69,Other,Textbook,Books,162.78,5,XL,Blue,Spring,3.4,PayPal,Yes,813.9
CUST0366,,Female,Running Shoes,Sports,314.82,4,L,Red,Winter,2.1,Cash,No,1259.28
CUST0367,37,Female,Tablet,Electronics,443.56,7,L,Yellow,Spring,1.8,Credit Card,Yes,3104.92
CUST0368,,Female,Vase,Home & Garden,309.85,6,XL,White,Summer,3.1,PayPal,Yes,1859.1
CUST0369,61,Female,Headphones,Electronics,120.31,2,XL,Green,Spring,1,Debit Card,Yes,240.62
CUST0370,49,Male,Lamp,Home & Garden,17.08,5,XL,Red,Summer,1,Debit Card,Yes,85.4
CUST0371,68,Male,Laptop,Electronics,435.7,7,M,Black,Summer,,Debit Card,Yes,3049.9
CUST0372,63,Other,Mascara,Beauty,15.53,7,,Yellow,Spring,1.1,Cash,No,108.71
CUST0373,66,Female,Dumbbells,Sports,437.98,5,L,Yellow,Summer,1.4,Debit Card,Yes,2189.9
CUST0374,38,Male,Curtains,Home & Garden,266.82,9,,Green,Fall,2.4,UPI,Yes,2401.38
CUST0375,52,Male,Lego Set,Toys,469.84,4,XXL,Yellow,Spring,4.2,Credit Card,Yes,1879.36
CUST0376,49,Other,Self-Help,Books,400.4,3,L,Black,Spring,3.3,Cash,No,1201.2
CUST0377,47,Other,Smartwatch,Electronics,498.98,4,M,Red,Summer,3.1,Debit Card,No,1995.92
CUST0378,56,Other,Headphones,Electronics,178.6,5,XL,Green,Summer,2.2,Credit Card,Yes,893
CUST0379,66,Male,Vase,Home & Garden,384.76,6,S,Orange,Spring,4.7,PayPal,Yes,2308.56
CUST0380,29,Male,Novel,Books,203.96,3,XL,Yellow,Fall,2.6,Debit Card,No,611.88
CUST0381,58,Other,Textbook,Books,242.54,2,XL,Yellow,Summer,1.3,Credit Card,No,485.08
CUST0382,64,Female,Lipstick,Beauty,315.62,4,M,Black,Summer,3.5,UPI,No,1262.48
CUST0383,35,Other,Puzzle,Toys,437.47,5,,White,Winter,1.5,PayPal,Yes,2187.35
CUST0384,38,Other,Mascara,Beauty,492.12,4,L,White,Fall,2.4,UPI,Yes,1968.48
CUST0385,30,Other,Foundation,Beauty,385.3,3,XL,Purple,Fall,3,Credit Card,No,1155.9
CUST0386,38,Other,Moisturizer,Beauty,211.79,8,L,Yellow,Spring,4.5,UPI,Yes,1694.32
CUST0387,25,Male,Foundation,Beauty,213.57,4,XS,Orange,Fall,3,Credit Card,No,854.28
CUST0388,63,Female,Moisturizer,Beauty,370.1,2,XXL,Red,Spring,3.8,Credit Card,No,740.2
CUST0389,57,Other,Water Bottle,Sports,123.19,2,,Green,Winter,5,UPI,No,246.38
CUST0390,63,Female,Comic,Books,59.68,1,L,Yellow,Fall,1.5,Credit Card,Yes,59.68
CUST0391,24,Female,Perfume,Beauty,180.54,4,S,Blue,Summer,2.1,Debit Card,No,722.16
CUST0392,40,Female,Comic,Books,147.18,9,XXL,Green,Winter,,Credit Card,No,1324.62
CUST0393,61,Other,Comic,Books,151.67,7,S,Purple,Spring,2.7,Cash,Yes,1061.69
CUST0394,49,Male,T-Shirt,Clothing,120.64,7,XL,White,Winter,2.6,Credit Card,No,844.48
CUST0395,28,Other,Running Shoes,Sports,25.84,7,XXL,Orange,Spring,4.6,Cash,Yes,180.88
CUST0396,39,Female,Mascara,Beauty,13.85,8,L,Yellow,Winter,3.9,Credit Card,No,110.8
CUST0397,39,Female,Headphones,Electronics,493.92,1,XXL,Black,Spring,3.4,Credit Card,Yes,493.92
CUST0398,60,Male,Lamp,Home & Garden,216.75,8,XL,Blue,Fall,2.2,UPI,No,1734
CUST0399,42,Other,Board Game,Toys,195.24,4,M,Yellow,Summer,4.3,Debit Card,No,780.96
CUST0400,39,Female,Tablet,Electronics,341.43,4,,Orange,Spring,4.8,Debit Card,No,1365.72
CUST0401,45,Male,Running Shoes,Sports,113.04,4,S,Purple,Winter,4.3,PayPal,No,452.16
CUST0402,46,Female,Rug,Home & Garden,475.23,6,XL,Red,Spring,1,UPI,No,2851.38
CUST0403,30,Male,Dumbbells,Sports,394.24,7,M,Blue,Spring,3.5,UPI,Yes,2759.68
CUST0404,35,Male,Self-Help,Books,49.26,6,XXL,Purple,Spring,1.2,Debit Card,Yes,295.56
CUST0405,19,Other,Vase,Home & Garden,211.7,1,XXL,Yellow,Winter,2,UPI,No,211.7
CUST0406,46,Female,Comic,Books,440.16,8,XL,Red,Summer,1.2,Debit Card,No,3521.28
CUST0407,,Other,Tablet,Electronics,472.64,7,L,Blue,Fall,3.4,UPI,No,3308.48
CUST0408,32,Female,Smartwatch,Electronics,236.36,6,XXL,Red,Summer,3.7,Credit Card,Yes,1418.16
CUST0409,,Other,Rug,Home & Garden,308.64,6,L,Red,Spring,1.5,Debit Card,Yes,1851.84
CUST0410,44,Female,Vase,Home & Garden,87.68,5,L,Blue,Winter,2.5,Debit Card,No,438.4
CUST0411,67,Other,Mascara,Beauty,495.63,6,,Blue,Summer,2.8,Cash,Yes,2973.78
CUST0412,48,Male,Dumbbells,Sports,119.68,9,L,Red,Spring,2.5,UPI,No,1077.12
CUST0413,32,Female,Foundation,Beauty,471.65,9,XS,Purple,Fall,1.5,UPI,No,4244.85
CUST0414,68,Female,Water Bottle,Sports,326.58,8,,Orange,Fall,2.7,Debit Card,No,2612.64
CUST0415,40,Male,Lipstick,Beauty,305.83,9,M,White,Fall,,Credit Card,Yes,2752.47
CUST0416,41,Other,Self-Help,Books,,8,M,Blue,Spring,1.3,Credit Card,No,
CUST0417,,Female,Lamp,Home & Garden,119.18,8,XXL,Yellow,Winter,1.3,Credit Card,No,953.44
CUST0418,30,Female,Headphones,Electronics,92.38,1,XXL,Green,Summer,,UPI,No,92.38
CUST0419,39,Other,Dumbbells,Sports,114.14,5,L,Black,Fall,4.8,Cash,Yes,570.7
CUST0420,60,Male,Dumbbells,Sports,97.29,4,,Red,Spring,3.7,Debit Card,Yes,389.16
CUST0421,54,Other,Laptop,Electronics,390.89,2,,Red,Spring,3.7,PayPal,Yes,781.78
CUST0422,50,Other,Moisturizer,Beauty,178.31,8,XS,Black,Summer,2.4,Cash,No,1426.48
CUST0423,20,Other,Water Bottle,Sports,33.63,3,L,White,Fall,3.4,PayPal,Yes,100.89
CUST0424,36,Female,Board Game,Toys,484.71,4,XS,Black,Spring,1,Cash,No,1938.84
CUST0425,40,Male,Novel,Books,,7,L,Blue,Summer,3.5,Credit Card,Yes,
CUST0426,46,Male,Vase,Home & Garden,464.24,9,S,Black,Winter,4.7,UPI,No,4178.16
CUST0427,47,Other,Laptop,Electronics,497.48,2,S,Red,Winter,3.5,PayPal,Yes,994.96
CUST0428,56,Female,Lamp,Home & Garden,91.08,3,XL,Black,Winter,4.5,Cash,No,273.24
CUST0429,61,Other,Board Game,Toys,201.14,4,L,Green,Fall,3.9,UPI,Yes,804.56
CUST0430,64,Female,Water Bottle,Sports,380.33,1,,Yellow,Summer,1.5,PayPal,Yes,380.33
CUST0431,42,Female,Yoga Mat,Sports,349.53,7,XXL,Blue,Summer,4.6,Debit Card,Yes,2446.71
CUST0432,54,Female,Doll,Toys,81.18,2,M,Black,Spring,1.3,Cash,No,162.36
CUST0433,,Female,Headphones,Electronics,408.84,5,XL,Red,Spring,3.1,Debit Card,Yes,2044.2
CUST0434,25,Male,Novel,Books,116.1,1,XXL,Purple,Spring,1.6,Credit Card,Yes,116.1
CUST0435,59,Female,T-Shirt,Clothing,115.79,3,S,Yellow,Summer,1,Debit Card,Yes,347.37
CUST0436,33,Female,Tablet,Electronics,270.8,2,L,Blue,Spring,2.7,Debit Card,Yes,541.6
CUST0437,25,Other,Sweater,Clothing,,1,XL,Red,Summer,2.2,Cash,No,
CUST0438,18,Other,Puzzle,Toys,292.14,7,L,White,Summer,2.9,Credit Card,Yes,2044.98
CUST0439,61,Male,Moisturizer,Beauty,50.29,5,S,Green,Winter,3.3,Debit Card,No,251.45
CUST0440,22,Other,Jacket,Clothing,439.34,1,XL,Orange,Spring,1.2,UPI,No,439.34
CUST0441,20,Female,Textbook,Books,136.47,6,S,White,Winter,1.5,PayPal,No,818.82
CUST0442,18,Other,Foundation,Beauty,69.11,5,XS,Orange,Fall,3.2,Debit Card,No,345.55
CUST0443,21,Male,Jeans,Clothing,444.93,3,S,Green,Fall,2.4,Credit Card,Yes,1334.79
CUST0444,57,Other,Board Game,Toys,478.05,7,,Black,Fall,3.9,Debit Card,No,3346.35
CUST0445,52,Other,Perfume,Beauty,431.75,9,,Blue,Summer,3.6,PayPal,No,3885.75
CUST0446,49,Male,Board Game,Toys,405.71,9,L,Black,Summer,4.4,Credit Card,No,3651.39
CUST0447,59,Male,Dress,Clothing,329.34,9,M,Green,Summer,3.8,Cash,No,2964.06
CUST0448,51,Female,Puzzle,Toys,277.67,2,S,Green,Spring,2.7,Credit Card,Yes,555.34
CUST0449,60,Other,Self-Help,Books,48.06,3,XXL,Green,Winter,3.7,Cash,Yes,144.18
CUST0450,42,Female,Jeans,Clothing,207.18,7,,Orange,Summer,2.1,Credit Card,No,1450.26
CUST0451,27,Other,Jeans,Clothing,,5,M,Yellow,Winter,2.2,PayPal,No,
CUST0452,38,Other,Dress,Clothing,133.58,2,XS,Red,Winter,4.2,PayPal,No,267.16
CUST0453,63,Female,Tablet,Electronics,363.09,3,XL,Blue,Winter,2.8,Credit Card,Yes,1089.27
CUST0454,56,Other,Laptop,Electronics,250.46,6,XL,Black,Spring,4.2,Debit Card,Yes,1502.76
CUST0455,44,Other,Smartwatch,Electronics,45.12,7,,Black,Spring,4.3,PayPal,Yes,315.84
CUST0456,44,Other,Biography,Books,113.99,9,M,White,Fall,4.4,Cash,Yes,1025.91
CUST0457,19,Male,Moisturizer,Beauty,343.21,1,,Orange,Fall,4.7,Cash,Yes,343.21
CUST0458,58,Female,Lego Set,Toys,42.68,7,XL,Green,Winter,2.7,UPI,No,298.76
CUST0459,65,Male,Yoga Mat,Sports,426.35,8,S,Purple,Fall,2.3,Cash,Yes,3410.8
CUST0460,30,Female,Jeans,Clothing,250.1,3,M,Green,Winter,3.3,UPI,Yes,750.3
CUST0461,26,Female,Puzzle,Toys,242.89,4,L,Green,Spring,2.5,Credit Card,No,971.56
CUST0462,69,Other,T-Shirt,Clothing,298.24,6,S,Purple,Spring,3.4,Credit Card,Yes,1789.44
CUST0463,53,Female,Novel,Books,413.22,7,S,Black,Spring,3.8,Credit Card,Yes,2892.54
CUST0464,39,Male,Sweater,Clothing,177.17,4,S,White,Summer,3.8,Debit Card,Yes,708.68
CUST0465,59,Male,Headphones,Electronics,340.62,8,L,Red,Winter,2.5,Debit Card,No,2724.96
CUST0466,43,Male,Yoga Mat,Sports,285.04,5,XS,Purple,Spring,1.7,UPI,Yes,1425.2
CUST0467,29,Female,Plant Pot,Home & Garden,137.18,1,XXL,Orange,Winter,2.7,Cash,No,137.18
CUST0468,34,Male,Jeans,Clothing,439.92,4,,Yellow,Fall,1.6,Cash,No,1759.68
CUST0469,31,Female,Board Game,Toys,399.73,3,XL,Blue,Fall,,Credit Card,Yes,1199.19
CUST0470,31,Male,Laptop,Electronics,330.93,9,,Orange,Spring,,PayPal,Yes,2978.37
CUST0471,51,Male,Rug,Home & Garden,426.04,8,M,Purple,Winter,1.6,Debit Card,Yes,3408.32
CUST0472,37,Female,Dumbbells,Sports,,1,XS,Red,Spring,1.1,Debit Card,Yes,
CUST0473,28,Male,Plant Pot,Home & Garden,355.64,6,M,Black,Fall,3.6,Credit Card,No,2133.84
CUST0474,33,Other,Phone,Electronics,419.32,9,,Yellow,Spring,3.5,Debit Card,Yes,3773.88
CUST0475,68,Female,Lipstick,Beauty,350.25,7,XL,Yellow,Winter,,Credit Card,No,2451.75
CUST0476,48,Female,Mascara,Beauty,341.67,4,L,Yellow,Fall,1.3,UPI,No,1366.68
CUST0477,23,Female,Curtains,Home & Garden,311.21,1,,Green,Summer,,Cash,No,311.21
CUST0478,36,Other,Textbook,Books,377.59,2,S,Blue,Fall,2.2,PayPal,No,755.18
CUST0479,,Female,Lego Set,Toys,83.51,5,,Black,Summer,3.7,Cash,No,417.55
CUST0480,,Male,Remote Car,Toys,441.03,5,S,Black,Spring,3.4,Cash,Yes,2205.15
CUST0481,64,Male,Plant Pot,Home & Garden,436.56,8,L,Yellow,Spring,2.5,UPI,No,3492.48
CUST0482,21,Male,Jeans,Clothing,19.48,6,,Black,Winter,1.9,Debit Card,No,116.88
CUST0483,37,Female,Jeans,Clothing,413.78,8,XS,Blue,Summer,,PayPal,Yes,3310.24
CUST0484,27,Male,Board Game,Toys,68.79,2,XS,Blue,Spring,2.8,Debit Card,Yes,137.58
CUST0485,41,Female,Board Game,Toys,170.88,3,M,White,Summer,3.8,Cash,No,512.64
CUST0486,52,Male,Foundation,Beauty,373.04,6,L,Purple,Spring,1.6,Credit Card,No,2238.24
CUST0487,43,Other,Self-Help,Books,84.58,3,XS,Purple,Fall,2.9,Cash,Yes,253.74
CUST0488,,Other,Laptop,Electronics,409.89,6,,White,Spring,1.1,Debit Card,No,2459.34
CUST0489,55,Other,T-Shirt,Clothing,416.91,6,L,Red,Winter,3,Cash,Yes,2501.46
CUST0490,38,Other,Remote Car,Toys,256.2,2,XL,Purple,Fall,4.9,Credit Card,Yes,512.4
CUST0491,57,Female,Foundation,Beauty,8.16,7,S,Blue,Winter,2.5,UPI,No,57.12
CUST0492,56,Male,Cycle Helmet,Sports,147.08,2,,Blue,Fall,1.2,Debit Card,Yes,294.16
CUST0493,38,Other,Perfume,Beauty,310.38,6,S,Purple,Summer,1.1,Cash,No,1862.28
CUST0494,27,Female,T-Shirt,Clothing,490.69,1,S,Blue,Winter,2.6,Debit Card,No,490.69
CUST0495,55,Other,Dress,Clothing,317.75,3,L,White,Spring,,UPI,No,953.25
CUST0496,,Other,Perfume,Beauty,133.6,2,L,Yellow,Summer,1.1,Cash,Yes,267.2
CUST0497,21,Female,Smartwatch,Electronics,318.83,7,M,Yellow,Spring,4,Cash,No,2231.81
CUST0498,62,Female,Plant Pot,Home & Garden,272.29,4,S,Black,Fall,,Debit Card,Yes,1089.16
CUST0499,37,Male,Jeans,Clothing,391.02,8,M,Orange,Fall,2.2,Debit Card,No,3128.16
CUST0500,34,Male,Mascara,Beauty,57.96,6,S,Orange,Spring,4.6,Credit Card,No,347.76
